%kk,PairID,WaveType,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Field,id,StudyID,ReMean, ReSd, KCMean, KCSd,Re2Mean, Re2Sd, KC2Mean, KC2Sd
185,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.127394154,0,0.8188,0.101259837,31.8,0.2375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,405,28,36468.26412,10631.35506,8.77135401,2.557055595,35102.10215,10233.08678,12.96416998,2.444547334
186,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.129498039,0,0.8449,0.103490077,31.8,0.2636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,406,28,35774.15444,9676.237792,8.604406613,2.327330604,34433.99498,9313.749794,12.96416998,2.444547334
187,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.122348054,0,0.7562,0.096356213,31.8,0.1749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,407,28,38974.12825,14071.64362,9.37406494,3.384514473,37514.09244,13544.4964,12.96416998,2.444547334
188,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.122767218,0,0.7614,0.096073356,31.8,0.1801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,408,28,38537.44679,13465.58544,9.26903423,3.23874524,37093.76979,12961.14216,12.96416998,2.444547334
189,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.126991111,0,0.8138,0.096790136,31.8,0.2325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,409,28,35729.81455,9580.965133,8.593741974,2.304415605,34391.31613,9222.046208,12.96416998,2.444547334
190,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.130779716,0,0.8608,0.100729263,31.8,0.2795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,410,28,34587.31708,8009.374743,8.31894826,1.926416378,33291.61852,7709.330213,12.96416998,2.444547334
191,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.120711698,0,0.7359,0.087886046,31.8,0.1546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,411,28,38283.97132,13048.07115,9.208068259,3.138324621,36849.78993,12559.26865,12.96416998,2.444547334
192,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.129143361,0,0.8405,0.091023991,31.8,0.2592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,412,28,33371.38561,6274.45745,8.026492184,1.509133731,32121.23787,6039.405814,12.96416998,2.444547334
193,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.136253042,0,0.9287,0.102634667,31.8,0.3474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,413,28,32787.80108,5481.489312,7.88612832,1.31840888,31559.51539,5276.143584,12.96416998,2.444547334
194,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.137929701,0,0.9495,0.107357045,31.8,0.3682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,414,28,33063.95924,5868.303852,7.952549934,1.411445589,31825.3282,5648.467407,12.96416998,2.444547334
195,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.137067189,0,0.9388,0.108395572,31.8,0.3575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,415,28,33532.09145,6533.247015,8.065145185,1.571377848,32275.9234,6288.500691,12.96416998,2.444547334
196,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.134116913,0,0.9022,0.109315468,31.8,0.3209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,416,28,34798.10884,8323.869819,8.369647934,2.002058795,33494.51367,8012.04378,12.96416998,2.444547334
197,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.133697748,0,0.897,0.108386294,31.8,0.3157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,417,28,34796.06536,8319.95209,8.369156436,2.001116502,33492.54674,8008.272815,12.96416998,2.444547334
198,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.138332744,0,0.9545,0.111716674,31.8,0.3732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,418,28,33685.01719,6745.16143,8.101926913,1.622347545,32423.12029,6492.476438,12.96416998,2.444547334
199,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.141694124,0,0.9962,0.114431304,31.8,0.4149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,419,28,33104.66656,5904.855406,7.962340867,1.420236976,31864.51056,5683.649679,12.96416998,2.444547334
200,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.141274959,0,0.991,0.115003442,31.8,0.4097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,420,28,33320.09049,6212.749236,8.014154672,1.49429166,32071.86435,5980.009293,12.96416998,2.444547334
201,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.140847734,0,0.9857,0.115094025,31.8,0.4044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,421,28,33462.25716,6416.89829,8.048348629,1.54339363,32208.70523,6176.510583,12.96416998,2.444547334
202,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.145055504,0,1.0379,0.119935303,31.8,0.4566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,422,28,33060.92725,5810.329527,7.951820681,1.397501593,31822.40981,5592.664897,12.96416998,2.444547334
203,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.144636339,0,1.0327,0.117889599,31.8,0.4514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,423,28,32852.11721,5519.227825,7.901597649,1.327485754,31621.42214,5312.46835,12.96416998,2.444547334
204,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.141274959,0,0.991,0.112007749,31.8,0.4097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,424,28,32828.90053,5518.101733,7.896013567,1.327214907,31599.07519,5311.384443,12.96416998,2.444547334
205,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.142548576,0,1.0068,0.112587064,31.8,0.4255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,425,28,32567.71028,5137.820777,7.833192038,1.235749657,31347.66956,4945.349446,12.96416998,2.444547334
206,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.141710246,0,0.9964,0.111924938,31.8,0.4151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,426,28,32691.87018,5320.944606,7.863055002,1.279794636,31467.17823,5121.613151,12.96416998,2.444547334
207,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.144652461,0,1.0329,0.11530722,31.8,0.4516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,427,28,32445.46221,4943.953297,7.803788908,1.189120613,31230.00111,4758.744565,12.96416998,2.444547334
208,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.146337181,0,1.0538,0.116798639,31.8,0.4725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,428,28,32259.16771,4660.529392,7.758981318,1.12095144,31050.68551,4485.938192,12.96416998,2.444547334
209,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.145498851,0,1.0434,0.11444315,31.8,0.4621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,429,28,32101.03888,4447.672008,7.720948143,1.06975494,30898.48046,4281.0548,12.96416998,2.444547334
210,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.150117726,0,1.1007,0.12058053,31.8,0.5194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,430,28,31964.73353,4190.750798,7.688163953,1.0079602,30767.28133,4033.758287,12.96416998,2.444547334
211,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.150956055,0,1.1111,0.121601435,31.8,0.5298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,431,28,31934.62207,4134.130986,7.680921538,0.9943419923,30738.29789,3979.259548,12.96416998,2.444547334
212,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.152221611,0,1.1268,0.123246378,31.8,0.5455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,432,28,31908.04653,4075.697154,7.674529583,0.9802874756,30712.71791,3923.014744,12.96416998,2.444547334
213,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.150956055,0,1.1111,0.12288424,31.8,0.5298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,433,28,32118.48454,4394.151788,7.725144176,1.056882246,30915.27257,4229.539536,12.96416998,2.444547334
214,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.152229672,0,1.1269,0.121000464,31.8,0.5456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,434,28,31589.45723,3625.003743,7.597902423,0.8718866084,30406.0635,3489.20506,12.96416998,2.444547334
215,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.156018277,0,1.1739,0.123696769,31.8,0.5926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,435,28,31249.33339,3072.905243,7.51609577,0.7390957694,30078.68126,2957.78909,12.96416998,2.444547334
216,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.159798822,0,1.2208,0.128030647,31.8,0.6395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,436,28,31177.25252,2892.026194,7.498758865,0.695590705,30009.30067,2783.686072,12.96416998,2.444547334
217,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.161064377,0,1.2365,0.129744112,31.8,0.6552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,437,28,31193.27621,2887.107551,7.502612886,0.694407672,30024.72408,2778.951689,12.96416998,2.444547334
218,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.145934138,0,1.0488,0.112867144,31.8,0.4675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,438,28,31754.92723,3952.43128,7.637701301,0.9506395434,30565.33472,3804.366615,12.96416998,2.444547334
219,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.149714683,0,1.0957,0.116233764,31.8,0.5144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,439,28,31418.78499,3424.976811,7.556852302,0.8237760916,30241.78492,3296.67147,12.96416998,2.444547334
220,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.151399403,0,1.1166,0.117841134,31.8,0.5353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,440,28,31306.80809,3238.918489,7.529919598,0.7790253077,30134.00287,3117.583203,12.96416998,2.444547334
221,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.154341618,0,1.1531,0.120782384,31.8,0.5718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,441,28,31155.45267,2972.528469,7.493515562,0.714953128,29988.31748,2861.172597,12.96416998,2.444547334
222,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.150988299,0,1.1115,0.116146502,31.8,0.5302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,442,28,31146.34934,3018.81526,7.491326026,0.726086036,29979.55517,2905.725408,12.96416998,2.444547334
223,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.152245794,0,1.1271,0.117449479,31.8,0.5458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,443,28,31085.21591,2911.618485,7.476622204,0.7003030468,29920.71191,2802.544403,12.96416998,2.444547334
224,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.150569134,0,1.1063,0.114614961,31.8,0.525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,444,28,31009.73836,2832.963802,7.458468328,0.681385007,29848.06187,2726.836255,12.96416998,2.444547334
225,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.147199693,0,1.0645,0.112050103,31.8,0.4832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,445,28,31341.32791,3351.805945,7.53822231,0.8061770206,30167.22952,3226.241707,12.96416998,2.444547334
226,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.157299954,0,1.1898,0.120540828,31.8,0.6085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,446,28,30604.79182,2136.06601,7.361070506,0.5137670139,29458.2853,2056.045416,12.96416998,2.444547334
227,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.149311639,0,1.0907,0.112650225,31.8,0.5094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,447,28,30979.36872,2809.214563,7.451163817,0.6756728355,29818.82993,2703.976703,12.96416998,2.444547334
228,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.148046084,0,1.075,0.111517954,31.8,0.4937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,448,28,31077.51669,2967.05135,7.474770386,0.7136357704,29913.30111,2855.900661,12.96416998,2.444547334
229,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.146788589,0,1.0594,0.109138464,31.8,0.4781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,449,28,30993.11874,2864.283727,7.454470973,0.6889180816,29832.06485,2756.982884,12.96416998,2.444547334
230,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.145531095,0,1.0438,0.107791389,31.8,0.4625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,450,28,31069.36508,2988.281457,7.472809757,0.7187420396,29905.45487,2876.335452,12.96416998,2.444547334
231,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.142177776,0,1.0022,0.103646515,31.8,0.4209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,451,28,31223.85874,3240.535857,7.509968603,0.7794143174,30054.16094,3119.139982,12.96416998,2.444547334
232,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.151423586,0,1.1169,0.112298568,31.8,0.5356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,452,28,30512.12117,2114.656326,7.338781345,0.5086175526,29369.08625,2035.437775,12.96416998,2.444547334
233,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.154793026,0,1.1587,0.114360176,31.8,0.5774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,453,28,30193.1782,1603.649983,7.262069119,0.3857102071,29062.09141,1543.574581,12.96416998,2.444547334
234,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.155639417,0,1.1692,0.113785136,31.8,0.5879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,454,28,29972.28287,1274.879372,7.20893933,0.3066342356,28849.47119,1227.120266,12.96416998,2.444547334
235,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.163208567,0,1.2631,0.122315397,31.8,0.6818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,455,28,29929.90757,1051.107158,7.198747216,0.252812499,28808.68334,1011.730932,12.96416998,2.444547334
236,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.167843563,0,1.3206,0.124001836,31.8,0.7393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,456,28,29521.42258,360.1198125,7.100498325,0.08661608764,28415.50088,346.629124,12.96416998,2.444547334
237,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.166174964,0,1.2999,0.119002111,31.8,0.7186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,457,28,29125.91305,158.0092893,7.005370297,0.03800442514,28034.8078,152.089998,12.96416998,2.444547334
238,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.169512162,0,1.3413,0.128053568,31.8,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,458,28,29796.32149,705.6183862,7.166617066,0.1697154721,28680.10162,679.1847452,12.96416998,2.444547334
239,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.172462437,0,1.3779,0.130614137,31.8,0.7966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,459,28,29739.78481,547.919608,7.153018853,0.1317857311,28625.6829,527.3936261,12.96416998,2.444547334
240,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.17118076,0,1.362,0.132056792,31.8,0.7807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,460,28,30060.62953,1036.32257,7.230188487,0.2492565069,28934.50824,997.5001989,12.96416998,2.444547334
241,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.166126599,0,1.2993,0.128811506,31.8,0.718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,461,28,30328.35222,1543.68998,7.294581201,0.3712886156,29192.20159,1485.86078,12.96416998,2.444547334
242,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.164022714,0,1.2732,0.128849224,31.8,0.6919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,462,28,30629.45733,2021.129185,7.367003059,0.4861223864,29482.0268,1945.414317,12.96416998,2.444547334
243,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.174945183,0,1.4087,0.141824827,31.8,0.8274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,463,28,30723.72046,1872.646439,7.389675246,0.4504092874,29572.75867,1802.493982,12.96416998,2.444547334
244,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.174090732,0,1.3981,0.145460796,31.8,0.8168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,464,28,31241.65436,2628.493745,7.51424881,0.632205829,30071.28991,2530.025988,12.96416998,2.444547334
245,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.187165451,0,1.5603,0.149956761,31.8,0.979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,465,28,30279.65628,893.8105359,7.282868843,0.2149794847,29145.32988,860.3269032,12.96416998,2.444547334
246,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.186343243,0,1.5501,0.143936807,31.8,0.9688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,466,28,29736.28989,149.1774808,7.152178252,0.03588019683,28622.3189,143.5890437,12.96416998,2.444547334
247,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.179620483,0,1.4667,0.135344882,31.8,0.8854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,467,28,29485.09821,9.923886399,7.09176158,0.002386895095,28380.53728,9.552121072,12.96416998,2.444547334
248,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.184682705,0,1.5295,0.137138484,31.8,0.9482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,468,28,29183.02073,584.3107108,7.019105846,0.1405385263,28089.77612,562.4214576,12.96416998,2.444547334
249,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.18510187,0,1.5347,0.136404716,31.8,0.9534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,469,28,29067.7047,759.711399,6.991370013,0.1827259341,27978.78003,731.2513436,12.96416998,2.444547334
250,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.17669439,0,1.4304,0.129013833,31.8,0.8491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,470,28,29090.41366,486.159301,6.996831976,0.11693113,28000.63827,467.9469631,12.96416998,2.444547334
251,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.17669439,0,1.4304,0.128155149,31.8,0.8491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,471,28,28994.74839,621.4504211,6.973822547,0.1494713767,27908.55678,598.1698524,12.96416998,2.444547334
252,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.174590505,0,1.4043,0.12582641,31.8,0.823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,472,28,28953.85283,620.5975161,6.963986338,0.1492662358,27869.19323,597.3488986,12.96416998,2.444547334
253,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.180071892,0,1.4723,0.127324147,31.8,0.891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,473,28,28568.80943,1319.221482,6.871375624,0.3172994086,27498.5742,1269.801246,12.96416998,2.444547334
254,NaN,1,1.2,0.2263799899,0.2861375,3,0.3917389174,5,2.5024,0.2497741076,38,1.374,0.2057917303,68,1.0694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,690,41,9981.363707,4422.075733,0.1711620313,0.0758304664,2259.581015,1001.06946,1.65297207,0.3116874026
