%kk,PairID,WaveType,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Field,id,StudyID,ReMean, ReSd, KCMean, KCSd,Re2Mean, Re2Sd, KC2Mean, KC2Sd
81,NaN,1,13.38234485,9,0.01,11.8,0.7389471566,35,12.365,0.8657593076,128,9.0673975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,858,43,3585.528609,0,561.3985296,0,32269.75748,0,597.7903873,0
82,NaN,1,12.93606255,9,0.01,11.8,0.7329452317,35,11.789,0.8028645663,128,8.4943275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,859,43,3434.734212,0,519.8536583,0,30912.6079,0,577.8549221,0
83,NaN,1,12.08542974,9,0.01,11.8,0.6356681391,35,12.053,0.6399758389,128,8.7629375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,860,43,2659.281908,0,376.0212065,0,23933.53717,0,539.8570882,0
84,NaN,1,11.39605723,9,0.01,11.8,0.5426447434,35,12.699,0.6262944202,128,9.401133467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,861,43,2466.440971,0,328.8601187,0,22197.96873,0,509.0627645,0
85,NaN,1,13.02570706,9,0.01,11.8,0.6777793095,35,12.297,0.5841892834,128,8.995143419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,862,43,2420.671506,0,368.9122078,0,21786.04356,0,581.8593494,0
86,NaN,1,12.346241,9,0.01,11.8,0.8407175118,35,11.312,0.8088446975,128,8.018358183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,863,43,3551.674262,0,513.0429688,0,31965.06836,0,551.5075475,0
87,NaN,1,14.88549391,9,0.01,11.8,1.192808749,35,11.407,1.001421638,128,8.1211675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,864,43,4471.473221,0,778.7530225,0,40243.25899,0,664.9361729,0
88,NaN,1,12.50413242,9,0.01,11.8,0.8440847873,35,12.363,0.7402906894,128,9.082650944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,865,43,3029.763778,0,443.2494396,0,27267.874,0,558.5605696,0
89,NaN,1,11.15788088,9,0.01,11.8,0.8088931611,35,12.48,0.7177092592,128,9.20412692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,866,43,2849.675607,0,372.0171893,0,25647.08046,0,498.4234084,0
90,NaN,1,14.97413519,9,0.01,11.8,0.964848374,35,11.785,1.220860411,128,8.52520052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,867,43,5310.180897,0,930.3297896,0,47791.62807,0,668.8957858,0
91,NaN,1,14.36105733,9,0.01,11.8,1.08728062,35,11.783,1.070339133,128,8.539848158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,868,43,4628.999277,0,777.7846908,0,41660.99349,0,641.50955,0
92,NaN,1,12.46698521,9,0.01,11.8,0.9261329103,35,12.564,0.9782994576,128,9.323081951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,869,43,3941.174191,0,574.8743561,0,35470.56772,0,556.9012008,0
93,NaN,1,14.10920283,9,0.01,11.8,1.122990303,35,12.516,1.311782029,128,9.277394784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,870,43,5401.882512,0,891.7301955,0,48616.94261,0,630.2591899,0
94,NaN,1,12.95968031,9,0.01,11.8,1.001369012,35,11.561,1.090771318,128,8.32817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,871,43,4720.396907,0,715.7455678,0,42483.57216,0,578.9099293,0
95,NaN,1,13.05128846,9,0.01,11.8,0.9893000951,35,11.382,0.9227873273,128,8.1671625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,872,43,4042.224892,0,617.248044,0,36380.02402,0,583.0020725,0
96,NaN,1,12.60510426,9,0.01,11.8,1.31269078,35,12.272,1.205451254,128,9.0642125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,873,43,4946.518544,0,729.5111691,0,44518.6669,0,563.0709895,0
97,NaN,1,13.01532585,9,0.01,11.8,1.116824183,35,12.604,1.153041491,128,9.391577725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,874,43,4659.290451,0,709.5135463,0,41933.61406,0,581.3956199,0
98,NaN,1,12.25933181,9,0.01,11.8,0.9919094618,35,11.843,0.9143132522,128,8.630768035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,875,43,3842.74913,0,551.1815788,0,34584.74217,0,547.6253073,0
99,NaN,1,11.59202622,9,0.01,11.8,0.736737066,35,11.554,0.7143873838,128,8.351095392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,876,43,3030.886823,0,411.0691984,0,27277.9814,0,517.8167145,0
100,NaN,1,12.98422799,9,0.01,11.8,1.059217764,35,12.31,1.057397835,128,9.107341424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,877,43,4347.608728,0,660.4690123,0,39128.47855,0,580.0064761,0
101,NaN,1,11.91259305,9,0.01,11.8,0.8956515963,35,12.591,0.8239939169,128,9.382985055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,878,43,3278.635573,0,456.9675007,0,29507.72016,0,532.1364598,0
102,NaN,1,12.4996964,9,0.01,11.8,0.8541016068,35,11.773,0.7816857704,128,8.569165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,879,43,3309.387518,0,483.9861692,0,29784.48766,0,558.3624122,0
103,NaN,1,13.15750057,9,0.01,11.8,0.8341355156,35,11.391,0.8335853676,128,8.195775255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,880,43,3648.290414,0,561.6278835,0,32834.61373,0,587.7465757,0
104,NaN,1,13.4170656,9,0.01,11.8,0.976829517,35,12.199,1.194835877,128,8.9999785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,881,43,4971.513094,0,780.4264725,0,44743.61784,0,599.3413659,0
105,NaN,1,13.96570946,9,0.01,11.8,1.305084977,35,12.681,1.74422591,128,9.47644533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,882,43,7086.43347,0,1157.91473,0,63777.90123,0,623.8493298,0
106,NaN,1,9.7562464,9,0.01,11.8,1.035390955,35,11.946,1.028783471,128,8.74555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,883,43,4076.837552,0,465.3631908,0,36691.53797,0,435.8122869,0
107,NaN,1,11.40343094,9,0.01,11.8,1.195966703,35,11.398,1.245085177,128,8.202065751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,884,43,5322.906435,0,710.1829324,0,47906.15791,0,509.3921487,0
108,NaN,1,13.70979922,9,0.01,11.8,1.474120415,35,12.01,1.370321652,128,8.814457261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,885,43,5786.799431,0,928.2295425,0,52081.19488,0,612.4177995,0
109,NaN,1,11.5428112,9,0.01,11.8,1.018130019,35,12.529,0.9244472442,128,9.328153568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,886,43,3667.667046,0,495.3217026,0,33009.00342,0,515.6182758,0
110,NaN,1,12.27808594,9,0.01,11.8,1.002703748,35,11.937,1.011357962,128,8.750395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,887,43,4217.283672,0,605.8280048,0,37955.55305,0,548.4630557,0
111,NaN,1,10.6178329,9,0.01,11.8,1.163340556,35,11.463,0.8487520006,128,8.28151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,888,43,3555.538678,0,441.699752,0,31999.8481,0,474.299423,0
112,NaN,1,10.69555059,9,0.01,11.8,1.177150641,35,12.101,1.013999816,128,8.91611783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,889,43,4066.063392,0,508.8188045,0,36594.57053,0,477.7710783,0
113,NaN,1,10.92466929,9,0.01,11.8,0.9636777367,35,12.697,0.8349986912,128,9.496649192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,890,43,3236.046944,0,413.6270892,0,29124.42249,0,488.0058285,0
114,NaN,1,10.64255902,9,0.01,11.8,0.9802336194,35,12.057,0.7850173611,128,8.860896902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,891,43,3156.253903,0,393.0102358,0,28406.28512,0,475.4039407,0
115,NaN,1,9.704341723,9,0.01,11.8,0.8714361016,35,11.32,0.668341798,128,8.135377627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,892,43,2769.519439,0,314.4534476,0,24925.67495,0,433.493701,0
116,NaN,1,9.991348675,9,0.01,11.8,0.7167898653,35,11.728,0.6887767947,128,8.534902425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,893,43,2790.429846,0,326.1978432,0,25113.86861,0,446.3143239,0
117,NaN,1,11.48995257,9,0.01,11.8,0.8239564098,35,12.411,0.8091195101,128,9.212836896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,894,43,3231.24584,0,434.3842789,0,29081.21256,0,513.2570766,0
118,NaN,1,11.13656574,9,0.01,11.8,0.738491877,35,12.143,0.7414467915,128,8.9530025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,895,43,2993.02038,0,389.9840282,0,26937.18342,0,497.4712594,0
119,NaN,1,9.937832274,9,0.01,11.8,0.7653345794,35,11.624,0.6280892828,128,8.432915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,896,43,2560.340811,0,297.6975793,0,23043.0673,0,443.9237421,0
120,NaN,1,10.592764,9,0.01,11.8,0.6889414834,35,12.073,0.5975024379,128,8.887534678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,897,43,2395.155466,0,296.8444041,0,21556.39919,0,473.1795933,0
121,NaN,0,6,12,0.034,0.2,1.15445,0,0.6,0.973085905,1,0.6,1.053435625,2,0.6,0.933587223,3,0.6,0.794983131,5,0.6,0.93995319,6,0.6,0.72868884,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,0,342,10,54799.07999,8439.418385,327.7671444,50.4782939,657588.9598,101273.0206,89.65243916,18.34701443
122,NaN,0,8.5,12,0.034,0.2,1.15136,0,0.6,1.260048384,1,0.6,1.142667232,5,0.6,0.910495488,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,343,10,65331.28463,8612.087454,557.8464027,73.53631623,783975.4155,103345.0494,115.2833071,28.05725369
123,NaN,0,10.5,12,0.034,0.2,0.907809091,0,0.6,0.776222163,1,0.6,0.771456165,2,0.6,0.986153015,3,0.6,0.785315384,4,0.6,0.711586156,5,0.6,0.825289245,6,0.6,0.71303865,7,0.6,NaN,NaN,NaN,0,344,10,47449.76588,5566.759843,501.794212,58.87000318,569397.1906,66801.11811,154.5045797,30.48275462
124,NaN,0,11,12,0.034,0.2,1.05874,0,0.6,1.07038614,1,0.6,0.860402707,2,0.6,1.060116362,4,0.6,0.725589813,5,0.6,0.990265991,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,345,10,56331.03998,8196.073369,624.3565115,90.8428422,675972.4798,98352.88042,164.5419712,36.84294425
125,NaN,0,13.5,12,0.034,0.2,1.048058333,0,0.6,0.923968227,1,0.6,0.891897642,2,0.6,0.923077377,3,0.6,0.87156531,5,0.6,0.858464581,6,0.6,0.775563167,7,0.6,NaN,NaN,NaN,NaN,NaN,NaN,0,346,10,52736.1031,4855.620195,718.4338077,66.14902316,632833.2372,58267.44234,201.7179881,41.28078246
126,NaN,0,1.250440917,1295,0.052,0.25,0.115,0,0.485,0.09,7,0.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,48,15,7400.772509,1276.374738,3.224890511,0.5561809632,9584000.399,1652905.286,9.478047489,1.787197774
127,NaN,1,3.79,1200,0.025,0.2,0.084,0,0.4,0.0839,1.15,0.4,0.0765,2.15,0.4,0.0756,3.15,0.4,0.0737,4.15,0.4,0.07,5.15,0.4,0.0552,6.15,0.4,0.0455,7.15,0.4,NaN,NaN,NaN,0,237,20,3645.194082,702.3242901,25.49049493,4.91128685,4374232.898,842789.1481,75.84556241,14.96383909
128,NaN,1,2.53,1200,0.025,0.2,0.15,0,0.5,0.1644,1.15,0.5,0.1609,2.15,0.5,0.1582,3.15,0.5,0.1519,4.15,0.5,0.1364,5.15,0.5,0.1338,6.15,0.5,0.1367,7.15,0.5,NaN,NaN,NaN,0,238,20,6709.136592,541.7754863,29.87250018,2.412260966,8050963.91,650130.5836,50.63041502,9.989053534
129,NaN,1,1.58,1200,0.025,0.2,0.114,0,0.6,0.1137,1.15,0.6,0.11,2.15,0.6,0.1078,3.15,0.6,0.105,4.15,0.6,0.0991,5.15,0.6,0.0962,6.15,0.6,0.0882,7.15,0.6,NaN,NaN,NaN,0,239,20,4008.445691,349.8526231,8.973036208,0.7831564893,4810134.829,419823.1478,31.61899436,6.238223156
130,NaN,1,2.21,1200,0.025,0.2,0.131,0,0.6,0.1314,1.15,0.6,0.1263,2.15,0.6,0.1205,3.15,0.6,0.1221,4.15,0.6,0.1148,5.15,0.6,0.1075,6.15,0.6,0.0988,7.15,0.6,NaN,NaN,NaN,0,240,20,4856.966297,467.922622,17.72806253,1.707930629,5828359.557,561507.1464,44.22656806,8.725615933
131,NaN,1,1.89,1200,0.025,0.2,0.161,0,0.7,0.1623,1.15,0.7,0.156,2.15,0.7,0.1626,3.15,0.7,0.1543,4.15,0.7,0.1479,5.15,0.7,0.1406,6.15,0.7,NaN,NaN,NaN,NaN,NaN,NaN,0,241,20,5813.854434,308.7442034,16.08322464,0.8540981611,6976625.321,370493.0441,38.40710494,7.859860981
132,NaN,1,2.53,1200,0.025,0.2,0.187,0,1,0.1848,1.15,1,0.1817,2.15,1,0.1855,3.15,1,0.1846,4.15,1,0.1826,5.15,1,0.1726,6.15,1,NaN,NaN,NaN,NaN,NaN,NaN,0,242,20,6075.965484,159.1397884,22.80279333,0.597243634,7291158.581,190967.7461,51.41268545,10.52140121
133,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1922068925,0,0.309203891,0.04622057553,1460,0.309203891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,53,19,67293.51683,58269.8753,9.124250084,7.90074497,87375.44193,75658.9393,10.817696,2.039804319
134,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1953196561,0,0.390016649,0.06866417298,1460,0.390016649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,54,19,66172.08098,44898.97867,8.97151449,6.087338222,85919.34396,58297.8612,10.817696,2.039804319
135,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1932086527,0,0.479387917,0.07684109606,1460,0.479387917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,55,19,60957.03097,37147.27334,8.254239936,5.030141762,79148.00371,48232.86964,10.817696,2.039804319
136,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1840896615,0,0.537431701,0.09526394957,1460,0.537431701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,56,19,59523.61317,26766.32153,8.049211117,3.619534524,77286.82124,34754.00429,10.817696,2.039804319
137,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1749706702,0,0.584114022,0.09196380965,1460,0.584114022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,57,19,54545.75465,23987.51536,7.366459197,3.23953815,70823.45584,31145.93878,10.817696,2.039804319
138,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1669416128,0,0.642176642,0.1041489145,1460,0.642176642,0.03794185471,1990,0.373803931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,58,19,41698.58868,22833.35336,5.626263581,3.070652342,54142.40161,29647.34843,11.26937444,1.640865957
139,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1878405339,0,0.683160639,0.1171870056,1460,0.683160639,0.04906917481,1990,0.466324326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,59,19,45911.11472,24300.98896,6.186664134,3.262395818,59612.0418,31552.96007,11.26937444,1.640865957
140,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2086692006,0,0.724145912,0.1095083876,1460,0.724145912,0.05021776934,1990,0.53601839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,60,19,46076.03454,28051.17584,6.199405763,3.7630602,59826.17746,36422.28852,11.26937444,1.640865957
141,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1991839764,0,0.769971419,0.1063565856,1460,0.769971419,0.05219104299,1990,0.602852326,0.0180948089,2480,0.304113545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,61,19,35022.73705,26489.02615,4.707499216,3.547270871,45474.32311,34393.95763,12.65616542,3.080213891
142,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1896987521,0,0.784258137,0.09949981886,1460,0.784258137,0.04947746866,1990,0.65819909,0.01855243265,2480,0.359432517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,62,19,32696.48585,25121.10331,4.391728972,3.362774432,42453.86532,32617.81531,12.65616542,3.080213891
143,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1802135279,0,0.827208505,0.1068001569,1460,0.827208505,0.05960607109,1990,0.707999257,0.01978962735,2480,0.409954636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,63,19,32608.32601,22453.44468,4.373481194,2.998877752,42339.39657,29154.0663,12.65616542,3.080213891
144,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1923263157,0,0.832716277,0.1099083477,1460,0.832716277,0.0676794524,1990,0.752004011,0.02263599603,2480,0.464368128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,64,19,34572.48631,23651.80265,4.634758831,3.159127603,44889.70724,30710.04172,12.65616542,3.080213891
145,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2118948433,0,0.807230027,0.1080820305,1460,0.807230027,0.06825295302,1990,0.771917906,0.02260297299,2480,0.522533746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,65,19,36335.0219,27381.18892,4.873147906,3.664416515,47178.22378,35552.36218,12.65616542,3.080213891
146,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2138968963,0,0.810153297,0.1025588762,1460,0.810153297,0.0503541815,1990,0.783308769,0.01879733817,2480,0.572146759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,66,19,33854.0683,29300.09795,4.53873292,3.922773777,43956.89686,38043.91756,12.65616542,3.080213891
147,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2027378784,0,0.807393162,0.1117107321,1460,0.807393162,0.06085376526,1990,0.795615428,0.02072491499,2480,0.59893052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,67,19,34761.79942,26909.03252,4.660477559,3.602882213,45135.51572,34939.3035,12.65616542,3.080213891
148,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1915788604,0,0.787690174,0.1149178622,1460,0.787690174,0.07280045129,1990,0.791885466,0.02332460454,2480,0.625713401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,68,19,35671.04484,24733.44262,4.785209888,3.31433634,46316.10077,32114.46779,12.65616542,3.080213891
149,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1936843608,0,0.75832553,0.1142760067,1460,0.75832553,0.05356752539,1990,0.774513888,0.01933081674,2480,0.631382192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,69,19,34276.46161,27262.41547,4.602428835,3.658831438,44505.342,35398.14401,12.65616542,3.080213891
150,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1990839828,0,0.72612676,0.09371267109,1460,0.72612676,0.04945362945,1990,0.742241386,0.01779436633,2480,0.634196392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,70,19,33061.92163,28893.64494,4.444308073,3.883000044,42928.3555,37516.16968,12.65616542,3.080213891
151,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2044836048,0,0.705447386,0.09956159931,1460,0.705447386,0.05197444362,1990,0.712421735,0.0199392552,2480,0.637009583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,71,19,35027.79733,29873.0257,4.712125395,4.01765574,45480.89348,38787.82006,12.65616542,3.080213891
152,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2024616948,0,0.714051658,0.09857714587,1460,0.714051658,0.04989455707,1990,0.686183477,0.01963270948,2480,0.615465664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,72,19,34477.8933,29378.85546,4.637777215,3.949087638,44766.88551,38146.17811,12.65616542,3.080213891
153,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1999459362,0,0.702769902,0.1025541727,1460,0.702769902,0.07012049342,1990,0.653915293,0.03068484357,2480,0.585819148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,73,19,38079.6755,26461.7188,5.125842066,3.556822797,49443.52193,34358.50114,12.65616542,3.080213891
154,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1974301776,0,0.646033037,0.09452115496,1460,0.646033037,0.06983922564,1990,0.632960978,0.03023696272,2480,0.562236202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,74,19,38364.88173,27431.39647,5.172626592,3.695845574,49813.84022,35617.5528,12.65616542,3.080213891
155,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.209783652,0,0.583615103,0.08863899953,1460,0.583615103,0.04622601752,1990,0.613098776,0.01744183183,2480,0.541280394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,75,19,36964.41952,34638.8709,4.991893547,4.678144545,47995.44805,44975.90252,12.65616542,3.080213891
