%kk,PairID,WaveType,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Field,id,StudyID,nHfit,Cdval2,Difval2,R2val2,Bval2,slo,flatbed,ReMean,ReSd,KCMean,KCSd
152,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2024616948,0,0.714051658,0.09857714587,1460,0.714051658,0.04989455707,1990,0.686183477,0.01963270948,2480,0.615465664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,72,19,-999,-999,-999,-999,-999,-999,-999,34477.8933,29378.85546,4.637777215,3.949087638
153,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1999459362,0,0.702769902,0.1025541727,1460,0.702769902,0.07012049342,1990,0.653915293,0.03068484357,2480,0.585819148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,73,19,-999,-999,-999,-999,-999,-999,-999,38079.6755,26461.7188,5.125842066,3.556822797
154,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1974301776,0,0.646033037,0.09452115496,1460,0.646033037,0.06983922564,1990,0.632960978,0.03023696272,2480,0.562236202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,74,19,-999,-999,-999,-999,-999,-999,-999,38364.88173,27431.39647,5.172626592,3.695845574
155,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.209783652,0,0.583615103,0.08863899953,1460,0.583615103,0.04622601752,1990,0.613098776,0.01744183183,2480,0.541280394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,75,19,-999,-999,-999,-999,-999,-999,-999,36964.41952,34638.8709,4.991893547,4.678144545
156,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2244870733,0,0.558128294,0.08681391978,1460,0.558128294,0.05133202328,1990,0.593871189,0.01779037643,2480,0.520396947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,76,19,-999,-999,-999,-999,-999,-999,-999,39668.65183,37973.79704,5.360817585,5.132419881
157,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2391904936,0,0.537598161,0.07724235559,1460,0.537598161,0.03830416837,1990,0.564439909,0.0121200262,2480,0.496541503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,77,19,-999,-999,-999,-999,-999,-999,-999,39032.17167,43429.98884,5.27797611,5.872981723
158,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.2258816228,0,0.489615119,0.06675655806,1460,0.489615119,0.03676006541,1990,0.488180911,0.01247659257,2480,0.469205512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,78,19,-999,-999,-999,-999,-999,-999,-999,38212.07824,42936.5878,5.173318807,5.812742529
159,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1777562125,0,0.416475488,0.04378937951,1460,0.416475488,0.02226596303,1990,0.446139057,0.0078147802,2480,0.423513439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,79,19,-999,-999,-999,-999,-999,-999,-999,30399.47669,37881.0062,4.120422582,5.13478959
160,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1396124348,0,0.358738228,0.03562903139,1460,0.358738228,0.01549246514,1990,0.399725621,0.004533854187,2480,0.379925914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,80,19,-999,-999,-999,-999,-999,-999,-999,25416.15776,32474.94091,3.446107957,4.403268888
161,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.1420753859,0,0.328422657,0.03367366172,1460,0.328422657,0.01273953754,1990,0.339165531,0.004149714394,2480,0.346965243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,81,19,-999,-999,-999,-999,-999,-999,-999,26316.9592,34972.18818,3.568286048,4.741838531
162,NaN,1,6.5,1.29842288,0.2368305,0.365231571,0.144538336,0,0.302849717,0.03185561819,1460,0.302849717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,82,19,-999,-999,-999,-999,-999,-999,-999,50314.63621,45455.13503,6.822103306,6.163209164
163,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.132351584,0,0.8803,0.123134333,31.8,0.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,383,28,-999,-999,-999,-999,-999,-999,-999,38221.78641,13159.37619,9.193111534,3.165095731
164,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.132794932,0,0.8858,0.120827036,31.8,0.3045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,384,28,-999,-999,-999,-999,-999,-999,-999,37558.13074,12222.41124,9.033488943,2.939736739
165,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.126064111,0,0.8023,0.113037158,31.8,0.221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,385,28,-999,-999,-999,-999,-999,-999,-999,39954.53189,15540.33451,9.609871815,3.737764293
166,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.119341352,0,0.7189,0.105622972,31.8,0.1376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,386,28,-999,-999,-999,-999,-999,-999,-999,44831.95093,22261.93939,10.7829896,5.354446009
167,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.121034133,0,0.7399,0.105163533,31.8,0.1586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,387,28,-999,-999,-999,-999,-999,-999,-999,42584.35877,19139.37893,10.24239829,4.603407158
168,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.129860778,0,0.8494,0.114495433,31.8,0.2681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,388,28,-999,-999,-999,-999,-999,-999,-999,37835.14883,12594.05168,9.100117388,3.029123771
169,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.132811053,0,0.886,0.115726942,31.8,0.3047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,389,28,-999,-999,-999,-999,-999,-999,-999,36575.56273,10832.9198,8.797161491,2.605535986
170,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.137865214,0,0.9487,0.119179707,31.8,0.3674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,390,28,-999,-999,-999,-999,-999,-999,-999,35136.06943,8799.410001,8.450934283,2.116435812
171,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.13072329,0,0.8601,0.111968412,31.8,0.2788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,391,28,-999,-999,-999,-999,-999,-999,-999,36862.01311,11225.83763,8.866058593,2.700040659
172,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.133673566,0,0.8967,0.112403014,31.8,0.3154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,392,28,-999,-999,-999,-999,-999,-999,-999,35560.35335,9400.750529,8.552983135,2.261070353
173,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.121050255,0,0.7401,0.101143043,31.8,0.1588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,393,28,-999,-999,-999,-999,-999,-999,-999,41494.20204,17598.16027,9.980193579,4.232712945
174,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.125685251,0,0.7976,0.1048823,31.8,0.2163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,394,28,-999,-999,-999,-999,-999,-999,-999,38380.10032,13306.9247,9.231189225,3.200584128
175,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.126950806,0,0.8133,0.105367228,31.8,0.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,395,28,-999,-999,-999,-999,-999,-999,-999,37638.65736,12279.85068,9.05285722,2.953552085
176,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.130320247,0,0.8551,0.107614872,31.8,0.2738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,396,28,-999,-999,-999,-999,-999,-999,-999,36193.29507,10276.31928,8.7052184,2.471662321
177,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.133689687,0,0.8969,0.11011677,31.8,0.3156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,397,28,-999,-999,-999,-999,-999,-999,-999,35124.18672,8783.963302,8.44807625,2.112720569
178,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.116012215,0,0.6776,0.095677914,31.8,0.0963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,398,28,-999,-999,-999,-999,-999,-999,-999,47455.05709,25832.1135,11.4138996,6.213144984
179,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.122734975,0,0.761,0.101061511,31.8,0.1797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,399,28,-999,-999,-999,-999,-999,-999,-999,39814.11316,15270.231,9.576098275,3.672798943
180,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.119381656,0,0.7194,0.097801465,31.8,0.1381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,400,28,-999,-999,-999,-999,-999,-999,-999,42537.17163,19018.07945,10.23104883,4.574232184
181,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.119381656,0,0.7194,0.097428966,31.8,0.1381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,401,28,-999,-999,-999,-999,-999,-999,-999,42430.55589,18867.30203,10.20540559,4.537967168
182,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.123581366,0,0.7715,0.100856405,31.8,0.1902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,402,28,-999,-999,-999,-999,-999,-999,-999,39035.89775,14190.1972,9.388921752,3.413029001
183,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.120236108,0,0.73,0.096455655,31.8,0.1487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,403,28,-999,-999,-999,-999,-999,-999,-999,41125.60163,17051.32418,9.891537736,4.101187823
184,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.123605548,0,0.7718,0.098248446,31.8,0.1905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,404,28,-999,-999,-999,-999,-999,-999,-999,38382.0893,13266.14444,9.231667615,3.190775652
185,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.127394154,0,0.8188,0.101259837,31.8,0.2375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,405,28,-999,-999,-999,-999,-999,-999,-999,36468.26412,10631.35506,8.77135401,2.557055595
186,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.129498039,0,0.8449,0.103490077,31.8,0.2636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,406,28,-999,-999,-999,-999,-999,-999,-999,35774.15444,9676.237792,8.604406613,2.327330604
187,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.122348054,0,0.7562,0.096356213,31.8,0.1749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,407,28,-999,-999,-999,-999,-999,-999,-999,38974.12825,14071.64362,9.37406494,3.384514473
188,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.122767218,0,0.7614,0.096073356,31.8,0.1801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,408,28,-999,-999,-999,-999,-999,-999,-999,38537.44679,13465.58544,9.26903423,3.23874524
189,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.126991111,0,0.8138,0.096790136,31.8,0.2325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,409,28,-999,-999,-999,-999,-999,-999,-999,35729.81455,9580.965133,8.593741974,2.304415605
190,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.130779716,0,0.8608,0.100729263,31.8,0.2795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,410,28,-999,-999,-999,-999,-999,-999,-999,34587.31708,8009.374743,8.31894826,1.926416378
191,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.120711698,0,0.7359,0.087886046,31.8,0.1546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,411,28,-999,-999,-999,-999,-999,-999,-999,38283.97132,13048.07115,9.208068259,3.138324621
192,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.129143361,0,0.8405,0.091023991,31.8,0.2592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,412,28,-999,-999,-999,-999,-999,-999,-999,33371.38561,6274.45745,8.026492184,1.509133731
193,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.136253042,0,0.9287,0.102634667,31.8,0.3474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,413,28,-999,-999,-999,-999,-999,-999,-999,32787.80108,5481.489312,7.88612832,1.31840888
194,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.137929701,0,0.9495,0.107357045,31.8,0.3682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,414,28,-999,-999,-999,-999,-999,-999,-999,33063.95924,5868.303852,7.952549934,1.411445589
195,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.137067189,0,0.9388,0.108395572,31.8,0.3575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,415,28,-999,-999,-999,-999,-999,-999,-999,33532.09145,6533.247015,8.065145185,1.571377848
196,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.134116913,0,0.9022,0.109315468,31.8,0.3209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,416,28,-999,-999,-999,-999,-999,-999,-999,34798.10884,8323.869819,8.369647934,2.002058795
197,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.133697748,0,0.897,0.108386294,31.8,0.3157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,417,28,-999,-999,-999,-999,-999,-999,-999,34796.06536,8319.95209,8.369156436,2.001116502
198,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.138332744,0,0.9545,0.111716674,31.8,0.3732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,418,28,-999,-999,-999,-999,-999,-999,-999,33685.01719,6745.16143,8.101926913,1.622347545
199,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.141694124,0,0.9962,0.114431304,31.8,0.4149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,419,28,-999,-999,-999,-999,-999,-999,-999,33104.66656,5904.855406,7.962340867,1.420236976
200,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.141274959,0,0.991,0.115003442,31.8,0.4097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,420,28,-999,-999,-999,-999,-999,-999,-999,33320.09049,6212.749236,8.014154672,1.49429166
201,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.140847734,0,0.9857,0.115094025,31.8,0.4044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,421,28,-999,-999,-999,-999,-999,-999,-999,33462.25716,6416.89829,8.048348629,1.54339363
202,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.145055504,0,1.0379,0.119935303,31.8,0.4566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,422,28,-999,-999,-999,-999,-999,-999,-999,33060.92725,5810.329527,7.951820681,1.397501593
203,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.144636339,0,1.0327,0.117889599,31.8,0.4514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,423,28,-999,-999,-999,-999,-999,-999,-999,32852.11721,5519.227825,7.901597649,1.327485754
204,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.141274959,0,0.991,0.112007749,31.8,0.4097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,424,28,-999,-999,-999,-999,-999,-999,-999,32828.90053,5518.101733,7.896013567,1.327214907
205,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.142548576,0,1.0068,0.112587064,31.8,0.4255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,425,28,-999,-999,-999,-999,-999,-999,-999,32567.71028,5137.820777,7.833192038,1.235749657
206,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.141710246,0,0.9964,0.111924938,31.8,0.4151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,426,28,-999,-999,-999,-999,-999,-999,-999,32691.87018,5320.944606,7.863055002,1.279794636
207,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.144652461,0,1.0329,0.11530722,31.8,0.4516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,427,28,-999,-999,-999,-999,-999,-999,-999,32445.46221,4943.953297,7.803788908,1.189120613
208,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.146337181,0,1.0538,0.116798639,31.8,0.4725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,428,28,-999,-999,-999,-999,-999,-999,-999,32259.16771,4660.529392,7.758981318,1.12095144
209,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.145498851,0,1.0434,0.11444315,31.8,0.4621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,429,28,-999,-999,-999,-999,-999,-999,-999,32101.03888,4447.672008,7.720948143,1.06975494
210,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.150117726,0,1.1007,0.12058053,31.8,0.5194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,430,28,-999,-999,-999,-999,-999,-999,-999,31964.73353,4190.750798,7.688163953,1.0079602
211,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.150956055,0,1.1111,0.121601435,31.8,0.5298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,431,28,-999,-999,-999,-999,-999,-999,-999,31934.62207,4134.130986,7.680921538,0.9943419923
212,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.152221611,0,1.1268,0.123246378,31.8,0.5455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,432,28,-999,-999,-999,-999,-999,-999,-999,31908.04653,4075.697154,7.674529583,0.9802874756
213,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.150956055,0,1.1111,0.12288424,31.8,0.5298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,433,28,-999,-999,-999,-999,-999,-999,-999,32118.48454,4394.151788,7.725144176,1.056882246
214,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.152229672,0,1.1269,0.121000464,31.8,0.5456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,434,28,-999,-999,-999,-999,-999,-999,-999,31589.45723,3625.003743,7.597902423,0.8718866084
215,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.156018277,0,1.1739,0.123696769,31.8,0.5926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,435,28,-999,-999,-999,-999,-999,-999,-999,31249.33339,3072.905243,7.51609577,0.7390957694
216,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.159798822,0,1.2208,0.128030647,31.8,0.6395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,436,28,-999,-999,-999,-999,-999,-999,-999,31177.25252,2892.026194,7.498758865,0.695590705
217,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.161064377,0,1.2365,0.129744112,31.8,0.6552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,437,28,-999,-999,-999,-999,-999,-999,-999,31193.27621,2887.107551,7.502612886,0.694407672
218,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.145934138,0,1.0488,0.112867144,31.8,0.4675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,438,28,-999,-999,-999,-999,-999,-999,-999,31754.92723,3952.43128,7.637701301,0.9506395434
219,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.149714683,0,1.0957,0.116233764,31.8,0.5144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,439,28,-999,-999,-999,-999,-999,-999,-999,31418.78499,3424.976811,7.556852302,0.8237760916
220,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.151399403,0,1.1166,0.117841134,31.8,0.5353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,440,28,-999,-999,-999,-999,-999,-999,-999,31306.80809,3238.918489,7.529919598,0.7790253077
221,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.154341618,0,1.1531,0.120782384,31.8,0.5718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,441,28,-999,-999,-999,-999,-999,-999,-999,31155.45267,2972.528469,7.493515562,0.714953128
222,NaN,1,5.262664103,0.962538333,0.16,1.854055,0.150988299,0,1.1115,0.116146502,31.8,0.5302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,442,28,-999,-999,-999,-999,-999,-999,-999,31146.34934,3018.81526,7.491326026,0.726086036
