%kk	PairID	WaveType	T	D	A	hv	H1	x1	h1	H2	x2	h2	H3	x3	h3	H4	x4	h4	H5	x5	h5	H6	x6	h6	H7	x7	h7	H8	x8	h8	H9	x9	h9	Field	id	StudyID
190	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.130779716	0	0.8608	0.100729263	31.8	0.2795	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	410	28
191	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.120711698	0	0.7359	0.087886046	31.8	0.1546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	411	28
192	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.129143361	0	0.8405	0.091023991	31.8	0.2592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	412	28
193	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.136253042	0	0.9287	0.102634667	31.8	0.3474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	413	28
194	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.137929701	0	0.9495	0.107357045	31.8	0.3682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	414	28
195	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.137067189	0	0.9388	0.108395572	31.8	0.3575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	415	28
196	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.134116913	0	0.9022	0.109315468	31.8	0.3209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	416	28
197	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.133697748	0	0.897	0.108386294	31.8	0.3157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	417	28
198	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.138332744	0	0.9545	0.111716674	31.8	0.3732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	418	28
199	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.141694124	0	0.9962	0.114431304	31.8	0.4149	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	419	28
200	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.141274959	0	0.991	0.115003442	31.8	0.4097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	420	28
201	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.140847734	0	0.9857	0.115094025	31.8	0.4044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	421	28
202	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.145055504	0	1.0379	0.119935303	31.8	0.4566	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	422	28
203	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.144636339	0	1.0327	0.117889599	31.8	0.4514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	423	28
204	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.141274959	0	0.991	0.112007749	31.8	0.4097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	424	28
205	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.142548576	0	1.0068	0.112587064	31.8	0.4255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	425	28
206	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.141710246	0	0.9964	0.111924938	31.8	0.4151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	426	28
207	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.144652461	0	1.0329	0.11530722	31.8	0.4516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	427	28
208	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.146337181	0	1.0538	0.116798639	31.8	0.4725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	428	28
209	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.145498851	0	1.0434	0.11444315	31.8	0.4621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	429	28
210	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.150117726	0	1.1007	0.12058053	31.8	0.5194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	430	28
211	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.150956055	0	1.1111	0.121601435	31.8	0.5298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	431	28
212	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.152221611	0	1.1268	0.123246378	31.8	0.5455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	432	28
213	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.150956055	0	1.1111	0.12288424	31.8	0.5298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	433	28
214	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.152229672	0	1.1269	0.121000464	31.8	0.5456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	434	28
215	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.156018277	0	1.1739	0.123696769	31.8	0.5926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	435	28
216	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.159798822	0	1.2208	0.128030647	31.8	0.6395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	436	28
217	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.161064377	0	1.2365	0.129744112	31.8	0.6552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	437	28
218	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.145934138	0	1.0488	0.112867144	31.8	0.4675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	438	28
219	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.149714683	0	1.0957	0.116233764	31.8	0.5144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	439	28
220	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.151399403	0	1.1166	0.117841134	31.8	0.5353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	440	28
221	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.154341618	0	1.1531	0.120782384	31.8	0.5718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	441	28
222	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.150988299	0	1.1115	0.116146502	31.8	0.5302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	442	28
223	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.152245794	0	1.1271	0.117449479	31.8	0.5458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	443	28
224	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.150569134	0	1.1063	0.114614961	31.8	0.525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	444	28
225	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.147199693	0	1.0645	0.112050103	31.8	0.4832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	445	28
226	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.157299954	0	1.1898	0.120540828	31.8	0.6085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	446	28
227	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.149311639	0	1.0907	0.112650225	31.8	0.5094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	447	28
228	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.148046084	0	1.075	0.111517954	31.8	0.4937	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	448	28
229	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.146788589	0	1.0594	0.109138464	31.8	0.4781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	449	28
230	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.145531095	0	1.0438	0.107791389	31.8	0.4625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	450	28
231	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.142177776	0	1.0022	0.103646515	31.8	0.4209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	451	28
232	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.151423586	0	1.1169	0.112298568	31.8	0.5356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	452	28
233	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.154793026	0	1.1587	0.114360176	31.8	0.5774	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	453	28
234	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.155639417	0	1.1692	0.113785136	31.8	0.5879	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	454	28
235	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.163208567	0	1.2631	0.122315397	31.8	0.6818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	455	28
236	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.167843563	0	1.3206	0.124001836	31.8	0.7393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	456	28
237	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.166174964	0	1.2999	0.119002111	31.8	0.7186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	457	28
238	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.169512162	0	1.3413	0.128053568	31.8	0.76	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	458	28
239	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.172462437	0	1.3779	0.130614137	31.8	0.7966	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	459	28
240	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.17118076	0	1.362	0.132056792	31.8	0.7807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	460	28
241	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.166126599	0	1.2993	0.128811506	31.8	0.718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	461	28
242	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.164022714	0	1.2732	0.128849224	31.8	0.6919	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	462	28
243	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.174945183	0	1.4087	0.141824827	31.8	0.8274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	463	28
244	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.174090732	0	1.3981	0.145460796	31.8	0.8168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	464	28
245	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.187165451	0	1.5603	0.149956761	31.8	0.979	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	465	28
246	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.186343243	0	1.5501	0.143936807	31.8	0.9688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	466	28
247	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.179620483	0	1.4667	0.135344882	31.8	0.8854	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	467	28
248	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.184682705	0	1.5295	0.137138484	31.8	0.9482	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	468	28
249	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.18510187	0	1.5347	0.136404716	31.8	0.9534	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	469	28
250	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.17669439	0	1.4304	0.129013833	31.8	0.8491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	470	28
251	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.17669439	0	1.4304	0.128155149	31.8	0.8491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	471	28
252	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.174590505	0	1.4043	0.12582641	31.8	0.823	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	472	28
253	NaN	1	5.262664103	0.962538333	0.16	1.854055	0.180071892	0	1.4723	0.127324147	31.8	0.891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	473	28
254	NaN	1	1.2	0.226379989875	0.2861375	3	0.391738917369201	5	2.5024	0.249774107567600	38	1.374	0.205791730337400	68	1.0694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	690	41
255	NaN	1	1.2	0.226379989875	0.2861375	3	0.374947380726001	5	2.5024	0.206745794919400	38	1.374	0.200162749303600	68	1.0694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	691	41
256	NaN	1	1.2	0.226379989875	0.2861375	3	0.369318399692200	5	2.5024	0.2048376657554	38	1.374	0.198350026597800	68	1.0694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	692	41
257	NaN	1	1.2	0.226379989875	0.2861375	3	0.354339585754801	5	2.5024	0.198350026597800	38	1.374	0.170300527887000	68	1.0694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	693	41
258	NaN	1	1.2	0.226379989875	0.2861375	3	0.350618733885000	5	2.5024	0.180604425372600	38	1.374	0.158183907695600	68	1.0694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	694	41
259	NaN	1	1.2	0.226379989875	0.2861375	3	0.406336105473801	5	1.8937	0.191194542232800	21	0.5836	0.153699804160200	40	0.6481	0.155512526866000	56	0.7553	0.192148606814800	68	0.4677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	695	41
260	NaN	1	1.2	0.226379989875	0.2861375	3	0.369700025525001	5	1.8937	0.152841146036400	21	0.5836	0.143014280841800	40	0.6481	0.153699804160200	56	0.7553	0.152841146036400	68	0.4677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	696	41
261	NaN	1	1.2	0.226379989875	0.2861375	3	0.353671740547400	5	1.8937	0.133187415647200	21	0.5836	0.115346407963800	40	0.6481	0.151982487912600	56	0.7553	0.151028423330600	68	0.4677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	697	41
262	NaN	1	1.2	0.226379989875	0.2861375	3	0.343844875352800	5	1.8937	0.114487749840000	21	0.5836	0.109144988180800	40	0.6481	0.143872938965600	56	0.7553	0.117159130669600	68	0.4677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	698	41
263	NaN	1	1.2	0.226379989875	0.2861375	3	0.326003867669400	5	1.8937	0.095692677574600	21	0.5836	0.103706820063400	40	0.6481	0.142155622718000	56	0.7553	0.104660884645400	68	0.4677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	699	41
264	NaN	1	1.2	0.226379989875	0.2861375	3	0.315222937892800	5	1.8937	0.0564806232544001	21	0.5836	0.0948340194508001	40	0.6481	0.140342900012200	56	0.7553	0.095692677574600	68	0.4677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	700	41
265	NaN	1	1.2	0.226379989875	0.2861375	3	0.398131150068601	5	2.0999	0.212183963036800	20	0.7755	0.201403033260200	40	0.8509	0.0887280061260001	56	0.9532	0.189763445359800	68	0.6732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	701	41
266	NaN	1	1.2	0.226379989875	0.2861375	3	0.375806038849800	5	2.0999	0.201403033260200	20	0.7755	0.183562025576800	40	0.8509	0.0878693480022001	56	0.9532	0.188904787236000	68	0.6732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	702	41
267	NaN	1	1.2	0.226379989875	0.2861375	3	0.357010966584400	5	2.0999	0.194247548895200	20	0.7755	0.166579676017200	40	0.8509	0.0869152834202001	56	0.9532	0.157611468946400	68	0.6732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	703	41
268	NaN	1	1.2	0.226379989875	0.2861375	3	0.344512720560200	5	2.0999	0.182607960994800	20	0.7755	0.149501919999400	40	0.8509	0.0770884182256001	56	0.9532	0.0995089359026001	68	0.6732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	704	41
269	NaN	1	1.2	0.226379989875	0.2861375	3	0.335544513489400	5	2.0999	0.180890644747200	20	0.7755	0.114678562756400	40	0.8509	0.0762297601018	56	0.9532	0.0976962131968001	68	0.6732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	705	41
270	NaN	1	9	0.08	0.117	1.5	0.0612509461644001	245	0.4684	0.0509986320885551	230	0.233253779	0.0375901445308000	380	0.106201415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	706	42
271	NaN	1	9	0.08	0.117	1.5	0.0634452947030001	245	0.550570364	0.0535711823221703	230	0.300985902	0.0401759438592655	380	0.167402878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	707	42
272	NaN	1	9	0.08	0.117	1.5	0.0672615530310001	245	0.626815636	0.0583887524184	230	0.358350351	0.0444998847570268	380	0.228604342	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	708	42
273	NaN	1	9	0.08	0.117	1.5	0.0708109165625085	245	0.661846445	0.0617498503859424	230	0.391690087	0.0483401855124932	380	0.289805805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	709	42
274	NaN	1	9	0.08	0.117	1.5	0.0741308180214001	245	0.6916	0.0647255978525567	230	0.425029823	0.0517888169973049	380	0.338075339	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	710	42
275	NaN	1	9	0.08	0.117	1.5	0.0762297601018	245	0.721255455	0.0669753336564001	230	0.458369559	0.0542862747158001	380	0.370916698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	711	42
276	NaN	1	9	0.08	0.117	1.5	0.0796643925970001	245	0.7452	0.0662777512100437	230	0.491709296	0.0581025330438001	380	0.403758058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	712	42
277	NaN	1	9	0.08	0.117	1.5	0.0845527180307602	245	0.76814	0.0674523659474001	230	0.515844922	0.0603839189860868	380	0.419682911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	713	42
278	NaN	1	9	0.08	0.117	1.5	0.0873923157112001	245	0.7793	0.0691696821950001	230	0.520095488	0.0637592993004217	380	0.424605812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	714	42
279	NaN	1	9	0.08	0.117	1.5	0.0893958513334001	245	0.7901	0.0705053726098001	230	0.524346053	0.065530389490057	380	0.429528713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	715	42
280	NaN	1	9	0.08	0.117	1.5	0.0922721680974075	245	0.8026	0.0743216309378001	230	0.528596619	0.06675416431313	380	0.434451614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	716	42
281	NaN	1	9	0.08	0.117	1.5	0.0955018646582001	245	0.8188	0.0775421408107327	230	0.557535768	0.0684064305294001	380	0.452498624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	717	42
282	NaN	1	9	0.08	0.117	1.5	0.100176781110000	245	0.841542273	0.0809914096106852	230	0.590559334	0.0714594371918001	380	0.488565529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	718	42
